Pokedex Number,Pokemon Name,Classification,Legendary Type,Height,Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Games of Origin,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth Name,Experience Growth Total,Experience Yield,Base Happiness,Health Base Stat,Attack Base Stat,Defense Base Stat,Special Attack Base Stat,Special Defense Base Stat,Speed Base Stat,Primary Egg Group,Secondary Egg Group,Cycle Count,Pre-Evolution Pokedex Number,Evolution Method,Evolution Details,Original Pokemon,Form Name
654,Braixen,Fox Pokemon,,1,14.5,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Magician,The Pokemon steals the held item of a Pokemon it hits with a move.,87.5,12.5,X / Y,0,0,0,2,0,0,45,Medium Slow,1059860,143,70,59,59,58,90,70,73,Field,,20,653,Level Up,Level 16,,
655,Delphox,Fox Pokemon,,1.5,39,Fire,Psychic,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Magician,The Pokemon steals the held item of a Pokemon it hits with a move.,87.5,12.5,X / Y,0,0,0,3,0,0,45,Medium Slow,1059860,240,70,75,69,72,114,100,104,Field,,20,654,Level Up,Level 36,,
155,Cyndaquil,Fire Mouse Pokemon,,0.5,7.9,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,87.5,12.5,Gold / Silver / Crystal,0,0,0,0,0,1,45,Medium Slow,1059860,62,70,39,52,43,60,50,65,Field,,20,,,,,
156,Quilava,Volcano Pokemon,,0.9,19,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,87.5,12.5,Gold / Silver / Crystal,0,0,0,1,0,1,45,Medium Slow,1059860,142,70,58,64,58,80,65,80,Field,,20,155,Level Up,Level 14,,
157,Typhlosion,Volcano Pokemon,,1.7,79.5,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,87.5,12.5,Gold / Silver / Crystal,0,0,0,3,0,0,45,Medium Slow,1059860,240,70,78,84,78,109,85,100,Field,,20,156,Level Up,Level 36,,
725,Litten,Fire Cat Pokemon,,0.4,4.3,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",87.5,12.5,Sun / Moon,0,0,0,0,0,1,45,Medium Slow,1059860,64,70,45,65,40,60,40,70,Field,,15,,,,,
726,Torracat,Fire Cat Pokemon,,0.7,25,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",87.5,12.5,Sun / Moon,0,0,0,0,0,2,45,Medium Slow,1059860,147,70,65,85,50,80,50,90,Field,,15,725,Level Up,Level 17,,
727,Incineroar,Heel Pokemon,,1.8,83,Fire,Dark,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",87.5,12.5,Sun / Moon,0,3,0,0,0,0,45,Medium Slow,1059860,239,70,95,115,90,80,90,60,Field,,15,726,Level Up,Level 34,,
390,Chimchar,Chimp Pokemon,,0.5,6.2,Fire,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Iron Fist,Powers up punching moves.,87.5,12.5,Diamond / Pearl,0,0,0,0,0,1,45,Medium Slow,1059860,62,70,44,58,44,58,44,61,Field,Human-Like,20,,,,,
391,Monferno,Playful Pokemon,,0.9,22,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Iron Fist,Powers up punching moves.,87.5,12.5,Diamond / Pearl,0,0,0,1,0,1,45,Medium Slow,1059860,142,70,64,78,52,78,52,81,Field,Human-Like,20,390,Level Up,Level 14,,
392,Infernape,Flame Pokemon,,1.2,55,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Iron Fist,Powers up punching moves.,87.5,12.5,Diamond / Pearl,0,1,0,1,0,1,45,Medium Slow,1059860,240,70,76,104,71,104,71,108,Field,Human-Like,20,391,Level Up,Level 36,,
500,Emboar,Mega Fire Pig Pokemon,,1.6,150,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Reckless,Powers up moves that have recoil damage.,87.5,12.5,Black / White,0,3,0,0,0,0,45,Medium Slow,1059860,238,70,110,123,65,100,65,65,Field,,20,499,Level Up,Level 36,,
7,Squirtle,Tiny Turtle Pokemon,,0.5,9,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Rain Dish,The Pokemon gradually regains HP in rain.,87.5,12.5,Red / Blue / Yellow,0,0,1,0,0,0,45,Medium Slow,1059860,63,70,44,48,65,50,64,43,Monster,Water 1,20,,,,,
8,Wartortle,Turtle Pokemon,,1,22.5,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Rain Dish,The Pokemon gradually regains HP in rain.,87.5,12.5,Red / Blue / Yellow,0,0,1,0,1,0,45,Medium Slow,1059860,142,70,59,63,80,65,80,58,Monster,Water 1,20,7,Level Up,Level 16,,
9,Blastoise,Shellfish Pokemon,,1.6,85.5,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Rain Dish,The Pokemon gradually regains HP in rain.,87.5,12.5,Red / Blue / Yellow,0,0,0,0,3,0,45,Medium Slow,1059860,239,70,79,83,100,85,105,78,Monster,Water 1,20,8,Level Up,Level 36,,
258,Mudkip,Mud Fish Pokemon,,0.4,7.6,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,87.5,12.5,Ruby / Sapphire,0,1,0,0,0,0,45,Medium Slow,1059860,62,70,50,70,50,50,50,40,Monster,Water 1,20,,,,,
259,Marshtomp,Mud Fish Pokemon,,0.7,28,Water,Ground,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,87.5,12.5,Ruby / Sapphire,0,2,0,0,0,0,45,Medium Slow,1059860,142,70,70,85,70,60,70,50,Monster,Water 1,20,258,Level Up,Level 16,,
260,Swampert,Mud Fish Pokemon,,1.5,81.9,Water,Ground,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,87.5,12.5,Ruby / Sapphire,0,3,0,0,0,0,45,Medium Slow,1059860,241,70,100,110,90,85,90,60,Monster,Water 1,20,259,Level Up,Level 36,,
656,Froakie,Bubble Frog Pokemon,,0.3,7,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Protean,Changes the Pokemon's type to the type of the move it's about to use.,87.5,12.5,X / Y,0,0,0,0,0,1,45,Medium Slow,1059860,63,70,41,56,40,62,44,71,Water 1,,20,,,,,
657,Frogadier,Bubble Frog Pokemon,,0.6,10.9,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Protean,Changes the Pokemon's type to the type of the move it's about to use.,87.5,12.5,X / Y,0,0,0,0,0,2,45,Medium Slow,1059860,142,70,54,63,52,83,56,97,Water 1,,20,656,Level Up,Level 16,,
658,Greninja,Ninja Pokemon,,1.5,40,Water,Dark,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Protean,Changes the Pokemon's type to the type of the move it's about to use.,87.5,12.5,X / Y,0,0,0,0,0,3,45,Medium Slow,1059860,239,70,72,95,67,103,71,122,Water 1,,20,657,Level Up,Level 36,,
728,Popplio,Sea Lion Pokemon,,0.4,7.5,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Liquid Voice,All sound-based moves become Water-type moves.,87.5,12.5,Sun / Moon,0,0,0,1,0,0,45,Medium Slow,1059860,64,70,50,54,54,66,56,40,Water 1,Field,15,,,,,
729,Brionne,Pop Star Pokemon,,0.6,17.5,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Liquid Voice,All sound-based moves become Water-type moves.,87.5,12.5,Sun / Moon,0,0,0,2,0,0,45,Medium Slow,1059860,147,70,60,69,69,91,81,50,Water 1,Field,15,728,Level Up,Level 17,,
730,Primarina,Soloist Pokemon,,1.8,44,Water,Fairy,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Liquid Voice,All sound-based moves become Water-type moves.,87.5,12.5,Sun / Moon,0,0,0,3,0,0,45,Medium Slow,1059860,239,70,80,74,74,126,116,60,Water 1,Field,15,729,Level Up,Level 34,,
158,Totodile,Big Jaw Pokemon,,0.6,9.5,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,Gold / Silver / Crystal,0,1,0,0,0,0,45,Medium Slow,1059860,63,70,50,65,64,44,48,43,Monster,Water 1,20,,,,,
159,Croconaw,Big Jaw Pokemon,,1.1,25,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,Gold / Silver / Crystal,0,1,1,0,0,0,45,Medium Slow,1059860,142,70,65,80,80,59,63,58,Monster,Water 1,20,158,Level Up,Level 18,,
160,Feraligatr,Big Jaw Pokemon,,2.3,88.8,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,Gold / Silver / Crystal,0,2,1,0,0,0,45,Medium Slow,1059860,239,70,85,105,100,79,83,78,Monster,Water 1,20,159,Level Up,Level 30,,
501,Oshawott,Sea Otter Pokemon,,0.5,5.9,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Shell Armor,A hard shell protects the Pokemon from critical hits.,87.5,12.5,Black / White,0,0,0,1,0,0,45,Medium Slow,1059860,62,70,55,55,45,63,45,45,Field,,20,,,,,
502,Dewott,Discipline Pokemon,,0.8,24.5,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Shell Armor,A hard shell protects the Pokemon from critical hits.,87.5,12.5,Black / White,0,0,0,2,0,0,45,Medium Slow,1059860,145,70,75,75,60,83,60,60,Field,,20,501,Level Up,Level 17,,
503,Samurott,Formidable Pokemon,,1.5,94.6,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Shell Armor,A hard shell protects the Pokemon from critical hits.,87.5,12.5,Black / White,0,0,0,3,0,0,45,Medium Slow,1059860,238,70,95,100,85,108,70,70,Field,,20,502,Level Up,Level 36,,
393,Piplup,Penguin Pokemon,,0.4,5.2,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Defeatist,Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.,87.5,12.5,Diamond / Pearl,0,0,0,1,0,0,45,Medium Slow,1059860,63,70,53,51,53,61,56,40,Water 1,Field,20,,,,,
394,Prinplup,Penguin Pokemon,,0.8,23,Water,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Defeatist,Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.,87.5,12.5,Diamond / Pearl,0,0,0,2,0,0,45,Medium Slow,1059860,142,70,64,66,68,81,76,50,Water 1,Field,20,393,Level Up,Level 16,,
395,Empoleon,Emperor Pokemon,,1.7,84.5,Water,Steel,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Defeatist,Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.,87.5,12.5,Diamond / Pearl,0,0,0,3,0,0,45,Medium Slow,1059860,239,70,84,86,88,111,101,60,Water 1,Field,20,394,Level Up,Level 36,,
692,Clauncher,Water Gun Pokemon,,0.5,8.3,Water,,Mega Launcher,Powers up aura and pulse moves.,,,,,50,50,X / Y,0,0,0,1,0,0,225,Slow,1250000,66,70,50,53,62,58,63,44,Water 1,Water 3,15,,,,,
693,Clawitzer,Howitzer Pokemon,,1.3,35.3,Water,,Mega Launcher,Powers up aura and pulse moves.,,,,,50,50,X / Y,0,0,0,2,0,0,55,Slow,1250000,100,70,71,73,88,120,89,59,Water 1,Water 3,15,692,Level Up,Level 37,,
194,Wooper,Water Fish Pokemon,,0.4,8.5,Water,Ground,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",50,50,Gold / Silver / Crystal,1,0,0,0,0,0,255,Medium Fast,1000000,42,70,55,45,45,25,25,15,Water 1,Field,20,,,,,
195,Quagsire,Water Fish Pokemon,,1.4,75,Water,Ground,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",50,50,Gold / Silver / Crystal,2,0,0,0,0,0,90,Medium Fast,1000000,151,70,95,85,85,65,65,35,Water 1,Field,20,194,Level Up,Level 20,,
54,Psyduck,Duck Pokemon,,0.8,19.6,Water,,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,50,50,Red / Blue / Yellow,0,0,0,1,0,0,190,Medium Fast,1000000,64,70,50,52,48,65,50,55,Water 1,Field,20,,,,,
55,Golduck,Duck Pokemon,,1.7,76.6,Water,,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,50,50,Red / Blue / Yellow,0,0,0,2,0,0,75,Medium Fast,1000000,175,70,80,82,78,95,80,85,Water 1,Field,20,54,Level Up,Level 33,,
283,Surskit,Pond Skater Pokemon,,0.5,1.7,Bug,Water,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Rain Dish,The Pokemon gradually regains HP in rain.,50,50,Ruby / Sapphire,0,0,0,0,0,1,200,Medium Fast,1000000,54,70,40,30,32,50,52,65,Water 1,Bug,15,,,,,
368,Gorebyss,South Sea Pokemon,,1.8,22.6,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Hydration,Heals status conditions if it's raining.,50,50,Ruby / Sapphire,0,0,0,2,0,0,60,Erratic,600000,170,70,55,84,105,114,75,52,Water 1,,20,366,Trade,Holding Deep Sea Scale,,
370,Luvdisc,Rendezvous Pokemon,,0.6,8.7,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Hydration,Heals status conditions if it's raining.,25,75,Ruby / Sapphire,0,0,0,0,0,1,225,Fast,800000,116,70,43,30,55,40,65,97,Water 2,,20,,,,,
129,Magikarp,Fish Pokemon,,0.9,10,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Slow,1250000,40,70,20,10,55,15,20,80,Water 2,Dragon,5,,,,,
367,Huntail,Deep Sea Pokemon,,1.7,27,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",50,50,Ruby / Sapphire,0,1,1,0,0,0,60,Erratic,600000,170,70,55,104,105,94,75,52,Water 1,,20,366,Trade,Holding Deep Sea Tooth,,
418,Buizel,Sea Weasel Pokemon,,0.7,29.5,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",50,50,Diamond / Pearl,0,0,0,0,0,1,190,Medium Fast,1000000,66,70,55,65,35,60,30,85,Water 1,Field,20,,,,,
419,Floatzel,Sea Weasel Pokemon,,1.1,33.5,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",50,50,Diamond / Pearl,0,0,0,0,0,2,75,Medium Fast,1000000,173,70,85,105,55,85,50,115,Water 1,Field,20,418,Level Up,Level 26,,
270,Lotad,Water Weed Pokemon,,0.5,2.6,Water,Grass,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Rain Dish,The Pokemon gradually regains HP in rain.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",50,50,Ruby / Sapphire,0,0,0,0,1,0,255,Medium Slow,1059860,44,70,40,30,30,40,50,30,Water 1,Grass,15,,,,,
271,Lombre,Jolly Pokemon,,1.2,32.5,Water,Grass,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Rain Dish,The Pokemon gradually regains HP in rain.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",50,50,Ruby / Sapphire,0,0,0,0,2,0,120,Medium Slow,1059860,119,70,60,50,50,60,70,50,Water 1,Grass,15,270,Level Up,Level 14,,
272,Ludicolo,Carefree Pokemon,,1.5,55,Water,Grass,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Rain Dish,The Pokemon gradually regains HP in rain.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",50,50,Ruby / Sapphire,0,0,0,0,3,0,45,Medium Slow,1059860,216,70,80,70,70,90,100,70,Water 1,Grass,15,271,Evolutionary Stone,Water Stone,,
140,Kabuto,Shellfish Pokemon,,0.5,11.5,Rock,Water,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Battle Armor,Hard armor protects the Pokemon from critical hits.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,87.5,12.5,Red / Blue / Yellow,0,0,1,0,0,0,45,Medium Fast,1000000,71,70,30,80,90,55,45,55,Water 1,Water 3,30,,,,,
141,Kabutops,Shellfish Pokemon,,1.3,40.5,Rock,Water,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Battle Armor,Hard armor protects the Pokemon from critical hits.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,87.5,12.5,Red / Blue / Yellow,0,2,0,0,0,0,45,Medium Fast,1000000,173,70,60,115,105,65,70,80,Water 1,Water 3,30,140,Level Up,Level 40,,
226,Mantine,Kite Pokemon,,2.1,220,Water,Flying,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",50,50,Gold / Silver / Crystal,0,0,0,0,2,0,25,Slow,1250000,170,70,85,40,70,80,140,70,Water 1,,25,458,Level Up,With Remoraid In The Party,,
458,Mantyke,Kite Pokemon,,1,65,Water,Flying,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",50,50,Diamond / Pearl,0,0,0,0,1,0,25,Slow,1250000,69,70,45,20,50,60,120,50,Undiscovered,,25,,,,,
535,Tympole,Tadpole Pokemon,,0.5,4.5,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Hydration,Heals status conditions if it's raining.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",50,50,Black / White,0,0,0,0,0,1,255,Medium Slow,1059860,59,70,50,50,40,50,40,64,Water 1,,20,,,,,
536,Palpitoad,Vibration Pokemon,,0.8,17,Water,Ground,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Hydration,Heals status conditions if it's raining.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",50,50,Black / White,2,0,0,0,0,0,120,Medium Slow,1059860,134,70,75,65,55,65,55,69,Water 1,,20,535,Level Up,Level 25,,
138,Omanyte,Spiral Pokemon,,0.4,7.5,Rock,Water,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,87.5,12.5,Red / Blue / Yellow,0,0,1,0,0,0,45,Medium Fast,1000000,71,70,35,40,100,90,55,35,Water 1,Water 3,30,,,,,
139,Omastar,Spiral Pokemon,,1,35,Rock,Water,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,87.5,12.5,Red / Blue / Yellow,0,0,2,0,0,0,45,Medium Fast,1000000,173,70,70,60,125,115,70,55,Water 1,Water 3,30,138,Level Up,Level 40,,
369,Relicanth,Longevity Pokemon,,1,23.4,Water,Rock,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",87.5,12.5,Ruby / Sapphire,1,0,1,0,0,0,25,Slow,1250000,170,70,100,90,130,45,65,55,Water 1,Water 2,40,,,,,
349,Feebas,Fish Pokemon,,0.6,7.4,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Adaptability,Powers up moves of the same type as the Pokemon.,50,50,Ruby / Sapphire,0,0,0,0,0,1,255,Erratic,600000,40,70,20,15,20,10,55,80,Water 1,Dragon,20,,,,,
537,Seismitoad,Vibration Pokemon,,1.5,62,Water,Ground,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Poison Touch,May poison a target when the Pokemon makes contact.,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",50,50,Black / White,3,0,0,0,0,0,45,Medium Slow,1059860,229,70,105,95,75,85,75,74,Water 1,,20,536,Level Up,Level 36,,
116,Horsea,Dragon Pokemon,,0.4,8,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,50,50,Red / Blue / Yellow,0,0,0,1,0,0,225,Medium Fast,1000000,59,70,30,40,70,70,25,60,Water 1,Dragon,20,,,,,
230,Kingdra,Dragon Pokemon,,1.8,152,Water,Dragon,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,50,50,Gold / Silver / Crystal,0,1,0,1,1,0,45,Medium Fast,1000000,243,70,75,95,95,95,95,85,Water 1,Dragon,20,117,Trade,Dragon Scale,,
456,Finneon,Wing Fish Pokemon,,0.4,7,Water,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",50,50,Diamond / Pearl,0,0,0,0,0,1,190,Erratic,600000,66,70,49,49,56,49,61,66,Water 2,,20,,,,,
